Nats Rank,State,School,UT-Austin,Rickards,Palatine,Boyceville,Seven Lakes,Dick Smith,Raymond Park,BirdSO Mini,Fairfax,Westlake,SONI,Camas,Rice,Carnegie-Mellon,Solon IP,Solon Sat,SOLVI,UC Davis,Duke,Ohio State,MIT,UChicago,North Pocono IP,North Pocono Sat,Cornell,High Desert,SOAPS,Princeton,Mentor,Yale,San Marino,Golden Gate,BirdSO Sat,UMSO,SOUP,Northwestern,Mt. Vernon,LA Tech,Mason,Louisville,Lexington
,CT,Sacred Heart Greenwich CT,,,,,,,,,,,,,,,,,,,1.488981389,,,,,,,3.821302618,,3.911027951,,2.718012829,,,,,,,,,,,
,UT,Grand County H.S. UT,,,,,,,,3.915022039,,,,,,,,,4.32438123,,,,,,,,,,,,,,,,,,,,,,,,
,MN,Eastview H.S. MN,,,,4.585038826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,John Hersey H.S. IL,,,4.583023626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NJ,Ranney School NJ,,,,,,3.56778916,,,,,,,,,,,,,,,,,,,,,,4.512002233,,,,,,,,,,,,,
,MN,East Ridge H.S. MN,,,,4.535291569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA,Clarion Area Jr./Sr. H.S. PA,,,,,,,,,,,4.531170666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CT,Hopkins School CT,,4.505779552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NC,Panther Creek H.S. NC,,,,,,,,,,,,,,,,,,,4.48218971,,,,,,,,,,,,,,,,,,,,,,
,PA,Norwin H.S. PA,,,,,,4.475786915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WI,Lakeland Union H.S. WI,,,,4.458695534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,Quarry Lane School CA,,,,,,,,3.614198655,,,4.319008828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TX,NYOS Charter School TX,4.450914501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NC,Isaac Bear Early College H.S. NC,,,,,,,,,,,,,,,,,,,4.421823518,,,,,,,,,,,,,,,,,,,,,,
,MI,Laker H.S. MI,,2.89154793,,,,4.413386844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WI,Cambridge H.S. WI,,,,4.388479856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Cary Grove H.S. IL,,,4.382541402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Northside College Prep IL,,,,,,,,,,,,,,,,,,,,,,4.381230567,,,,,,,,,,,,,,,,,,,
,MA,Cushing Academy MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.375951626,,,,,
,IL,Lisle H.S. IL,,,4.374886308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Glenbard West H.S. IL,,,4.146725847,,,,,,,,,,,,,,,,,,,3.608072232,,,,,,,,,,,,,,,,,,,
,IN,Crown Point H.S. IN,,3.498025676,,,,,4.236912638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,Flintridge Sacred Heart Academy CA,,,,,,,,,,,4.319008828,,,,,,,,,,,,,,1.64789055,,,,,,,,,,,,,,,,
,RI,La Salle Academy RI,,,,,,,,,,,4.319008828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Evanston H.S. IL,,,4.314595024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Libertyville H.S. IL,,,4.307175256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NH,Alvirne H.S. NH,,,,,,,,,,,,,,,,,,,,,,,,,,4.280369005,,,,,,,,,,,,,,,
,WI,West Bend West H.S. WI,,,,4.256285512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PA,Wallenpaupack Area H.S. PA,,,,,,3.634824864,,,,,,,,,,,,,,,,,,3.975166368,,,,,,,,,,,,,,,,,
,KY,Allen County-Scottsville H.S. KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.230964478,
,PA,East Stroudsburg South H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,4.195397192,,,,,,,,,,,,,,,,,
,MI,Manistee H.S. MI,,,,,,,,,,,,,,,,,,,4.173564359,,,,,,,,,,,,,,,,,,,,,,
,NY,The Hewitt School NY,,,,,,,,,,,,,,,,,,,,,,,,,,4.164558156,,,,,,,,,,,,,,,
,WI,Kohler H.S. WI,,,,4.160956015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KY,Ballard H.S. KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.155411541,
,IL,Durand H.S. IL,,,3.978748866,,,,,,,,,,,,,,,,,,,3.432716733,,,,,,,,,,,,,,,,,,,
,GA,Milton H.S. GA,,,,,,,,,,,,,,,,,,,,,,4.139990518,,,,,,,,,,,,,,,,,,,
,KY,North Oldham H.S. KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.100494207,
,CA,Silvercreek H.S. CA,,,,4.086380836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TX,Leander H.S. TX,4.083316651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WI,Elmwood H.S. WI,,,,4.061564758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KY,Madison Central H.S. KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0470095,
,NY,Clinton Senior H.S. NY,,,,,,,,,,,,,,,,,,,4.016151636,,,,,,,,,,,,,,,,,,,,,,
,PA,Perkiomen School PA,,,,,,,,,,,,,,,,,,,,,,,,4.006715308,,,,,,,,,,,,,,,,,
,CA,La Mirada H.S. CA,,,,,,,,3.994563324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NM,Socorro H.S. NM,,3.473853732,,,,,,,,,,,,,,,,,3.637899127,,,,,,,,,,,,,,,,,,,,,,
,WI,Evansville H.S. WI,,,,3.912661837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Hinsdale South H.S. IL,,,3.89218712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NC,"Raleigh Charter H.S. Raleigh, NC",,,,,,,,,,,,,,,,,,,3.885448476,,,,,,,,,,,,,,,,,,,,,,
,TX,International Leadership of Texas - Garland H.S. TX,3.883919023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Niles North H.S. IL,,,3.859202483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NE,Hemingford H.S. NE,,,,,,,,3.800007863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NJ,Applied Technology H.S. NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78118497,,,,,,,,,,,,,
,IL,Loyola Academy IL,,,3.763519777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WA,Mountain View H.S. WA,,,,,,,,,,,,3.762092194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Fox Homeschoolers IL,,,,3.758735463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MN,Rochester Mayo H.S. MN,,,,3.741911582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WI,Shell Lake H.S. WI,,,,3.737729117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Palatine H.S. IL,,,3.727116684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,Chaparral H.S. CA,,,,,,,3.10657022,,,,,,,,,,,,,,,,,,3.513683982,,,,,,,,,,,,,,,,
,TX,Harmony School TX,,,,,3.635066993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NC,Middle Creek H.S. NC,,,,,,,,,,,,,,,,,,,3.634543132,,,,,,,,,,,,,,,,,,,,,,
,VA,"Centreville H.S. Centreville, VA",,,,,,,,,3.626436016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GA,River Ridge H.S. GA,,,,3.61776594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TX,North Austin Science Alliance TX,3.57290207,,,,,,,,,,,,,,,,,,2.096777411,,,,,,,,,,,,,,,,,,,,,,
,TX,Medina Valley H.S. TX,3.552089048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NY,"Notre Dame H.S. Elmira, NY",,,,,,3.549604709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VA,"Lightridge H.S. Aldie, VA",,,,,,,3.537864678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FL,Osceola H.S. FL,,2.502854787,3.512794406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TX,Sheldon H.S. TX,,3.498025676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NC,Thomas Jefferson Classical Academy NC,,,,,,,,,,,,,,,,,,,3.495869348,,,,,,,,,,,,,,,,,,,,,,
,PA,"Pittsburgh Science and Technology Academy Pittsburgh, PA",,,,,,2.43848895,,,,,,,,3.486575851,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WV,"Parkersburg H.S. Parkersburg, WV",,,,,,,,,,,,,,3.486575851,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NC,Cary Academy NC,,,,,,,,,,,,,,,,,,,3.474289907,,,,,,,,,,,,,,,,,,,,,,
,FL,Tampa Preparatory School FL,,3.416518282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VA,"Potomac Falls H.S. Potomac Falls, VA",,,,,,3.407203738,,,1.100882362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Crystal Lake South H.S. IL,,,3.382339516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,Corona del Mar H.S. CA,,3.361044728,,,,,,,,,,2.618003883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NY,Charles W. Baker H.S. NY,,,,,,3.35468422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WA,Curtis Senior H.S. WA,,,,,,,,,,,,3.306475493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NC,"Durham Academy Upper School Durham, NC",,,,,,,,,,,,,,,,,,,3.277741061,,,,,,,,,,,,,,,,,,,,,,
,MN,Lakeville North H.S. MN,,,,3.216436342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MN,St. Paul Academy & Summit School MN,,,,,,,,,,,,,,,,,,,3.208342634,,,,,,,,,,,,,,,,,,,,,,
,TX,Anderson H.S. TX,3.203723047,,,,,,,,,,,,2.49426367,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VA,"Chantilly H.S. Chantilly, VA",,,,,,,,,3.196636192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,William Jones College Prep H.S. IL,,,,,,,,,,,,,,,,,,,,,,3.128610284,,,,,,,,,,,,,,,,,,,
,WA,Seton Catholic H.S. WA,,,,,,,,,,,,3.127893346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NY,Riverdale Kingsbridge Academy NY,,,,,,3.123015444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WA,Liberty Senior H.S. WA,,,,,,,,,,,,3.067644999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MN,St. Michael-Albertville H.S. MN,,,,3.028090839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MN,Rochester John Marshall H.S. MN,,,,2.950607339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IL,Trinity H.S. IL,,,,,,,,,,,,,,,,,,,,,,2.852894323,,,,,,,,,,,,,,,,,,,
,NY,Tappan Zee H.S. NY,,,,,,2.85189371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NC,Apex H.S. NC,,,,,,,,,,,,,,,,,,,2.826287486,,,,,,,,,,,,,,,,,,,,,,
,WI,Sparta H.S. WI,,,,2.822753222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CT,Lyme-Old Lyme H.S. CT,,,,,,,1.911216027,,,,,,,,,,,,1.488981389,,,,,,,,,,,2.799585843,,,,,,,,,,,
,WI,Oregon H.S WI,,,,2.741750465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,Fountain Valley H.S. CA,,2.694497573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IN,Mt. Vernon H.S. IN,,,,,,,2.68036394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,"The Palmdale Aerospace Academy Palmdale, CA",,,,,,,,,,,,,,,,,,,,,,,,,2.673935609,,,,,,,,,,,,,,,,
,WI,Cadott H.S WI,,,,2.670232886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NC,Charlotte Catholic H.S. NC,,,,,,,,,,,,,,,,,,,2.597129041,,,,,,,,,,,,,,,,,,,,,,
,IN,Shortridge H.S. IN,,,,,,,2.593390479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CA,Apple Valley H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,2.580611604,,,,,,,,,,,,,,,,
,ND,Research Triangle H.S. ND,,,,,,,,,,,,,,,,,,,2.556680568,,,,,,,,,,,,,,,,,,,,,,
,IL,Niles West H.S. IL,,,,,,,,,,,,,,,,,,,,,,2.547338428,,,,,,,,,,,,,,,,,,,
,DE,Conrad Schools of Science DE,,,,,,,,,,,,,,,,,,,,,,,,,2.482661383,,,,,,,,,,,,,,,,
,KY,St. Francis School KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.468997838,
,LA,Opelousas H.S. LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.460841267,,,
,CT,Jonathan Law H.S. CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.449637612,,,,,,,,,,,
,CT,Naugatuck H.S. CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.449637612,,,,,,,,,,,
,IL,Rockford Christian H.S. IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.449637612,,,,,,,,,,,
,MA,Walpole H.S. MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.449637612,,,,,,,,,,,
,IL,Ogden International H.S. IL,,,,,,,,,,,,,,,,,,,,,,2.412851617,,,,,,,,,,,,,,,,,,,
,WA,Washougal H.S. WA,,,,,,,,,,,,2.4069809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NY,Smithtown H.S. East NY,,,,,,,,,,,,,,,,,,,2.297285571,,,,,,,,,,,,,,,,,,,,,,
,VA,"James W. Robinson Jr. Secondary Fairfax, VA",,,,,,,,,2.29545684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NC,O'Neal School NC,,,,,,,,,,,,,,,,,,,2.291939939,,,,,,,,,,,,,,,,,,,,,,
,NC,Cox Mill H.S. NC,,,,,,,,,,,,,,,,,,,2.286619126,,,,,,,,,,,,,,,,,,,,,,
,VA,"George C. Marshall H.S. Falls Church, VA",,,,,,,,,2.247634823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OR,St Mary's Academy OR,,,,,,,,,,,,2.245761263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NM,San Juan College H.S. NM,,2.230046787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TX,LBJ H.S. TX,2.217364678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IA,"Mount Vernon H.S. Mount Vernon, IA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.168450467,,,,
,TX,McAllen H.S. TX,2.149619107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KY,St. Henry District H.S. KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.115482239,
,NC,D.H. Conley H.S. NC,,,,,,,,,,,,,,,,,,,2.105742787,,,,,,,,,,,,,,,,,,,,,,
,IL,Lake Forest H.S. IL,,,,,,,2.056513152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NY,Susan E. Wagner H.S. NY,,,,,,,,,,,,,,,,,,,1.984808441,,,,,,,,,,,,,,,,,,,,,,
,MI,Calumet H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,1.972880565,,,,,,,,,,,,,,,,
,IA,Johnston H.S. IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.966734144,,,,
,IN,Portage H.S. IN,,,,,,,1.949355593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WA,Toledo H.S. WA,,,,,,,,,,,,1.942218328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IN,Saint Joseph H.S. IN,,,,,,,1.911216027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NE,Westside H.S. NE,,1.898065712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TX,Cypress Ridge H.S. TX,,1.898065712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OH,Lincolnview H.S. OH,,,,,,,,,,,,,,,,,,,1.765954619,,,,,,,,,,,,,,,,,,,,,,
,FL,Chaminade-Madonna College Preparatory FL,,,,,,,,,,,,,,,,,,,1.741752765,,,,,,,,,,,,,,,,,,,,,,
,CA,Vista Murrieta H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,1.737102193,,,,,,,,,,,,,,,,
,KS,Highland Park H.S. KS,,,,,,,,,,,,,,,,,,,1.693100453,,,,,,,,,,,,,,,,,,,,,,
,CA,Sultana H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,1.541815999,,,,,,,,,,,,,,,,
,NC,Marvin Ridge H.S. NC,,,,,,,,,,,,,,,,,,,1.534805125,,,,,,,,,,,,,,,,,,,,,,
,NC,North Mecklenburg H.S. NC,,,,,,,,,,,,,,,,,,,1.534805125,,,,,,,,,,,,,,,,,,,,,,
,IA,Liberty H.S. IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.483676635,,,,
,VA,"Independence H.S. Ashburn, VA",,,,,,,,,1.401123006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IA,Clear Creek Amana H.S. IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.386386364,,,,
,VA,"McLean H.S. McLean, VA",,,,,,,,,1.219056175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VA,"Alexandria City H.S. Alexandria, VA",,,,,,,,,1.212207545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VA,"Woodberry Forest School Woodberry Forest, VA",,,,,,,,,1.100882362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VA,"West Springfield H.S. West Springfield, VA",,,,,,,,,1.089762338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,VA,"Thomas A. Edison H.S. Alexandria, VA",,,,,,,,,1.062920901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
